Id,AcceptedAnswerId,Id,Title,Body
"19030","21302","21302","How to check set of files conform to a naming scheme","<blockquote>
  <p>I want to add a rule that checks for
  the presence of a folder.jpg file in
  each directory, but to add this would
  make the code substantially more messy
  in it's current state..</p>
</blockquote>

<p>This doesn't look bad.  In fact your current code does it very nicely, and Sven mentioned a good way to do it as well:</p>

<ol>
<li>Get a list of all the files</li>
<li>Check for ""required"" files</li>
</ol>

<p>You would just have have add to your dictionary a list of required files:</p>

<pre><code>checker = {
  ...
  'required': ['file', 'list', 'for_required']
}
</code></pre>

<p>As far as there being a better/extensible way to do this?  I am not exactly sure.  I could only really think of a way to possibly drop the ""multiple"" regular expressions and build off of Sven's idea for using a delimiter.  So my strategy would be defining a dictionary as follows (and I'm sorry I don't know Python syntax and I'm a tad to lazy to look it up but it should make sense.  The /regex/ is shorthand for a regex):</p>

<pre><code>check_dict = {
  'delim'    : /\-/,
  'parts'    : [ 'Show Name', 'Episode Name', 'Episode Number' ],
  'patterns' : [/valid name/, /valid episode name/, /valid number/ ],
  'required' : ['list', 'of', 'files'],
  'ignored'  : ['.*', 'hidden.txt'],
  'start_dir': '/path/to/dir/to/test/'
}
</code></pre>

<ol>
<li>Split the filename based on the delimiter.</li>
<li>Check each of the parts.</li>
</ol>

<p>Because its an ordered list you can determine what parts are missing and if a section doesn't match any pattern it is malformed.  Here the <code>parts</code> and <code>patterns</code> have a 1 to 1 ratio.  Two arrays instead of a dictionary enforces the order.</p>

<p>Ignored and required files can be listed.  The <code>.</code> and <code>..</code> files should probably be ignored automatically.  The user should be allowed to input ""globs"" which can be shell expanded.  I'm thinking here of <code>svn:ignore</code> properties, but globbing is natural for listing files.</p>

<p>Here <code>start_dir</code> would be default to the current directory but if you wanted a single file to run automated testing of a bunch of directories this would be useful.</p>

<p>The real loose end here is the path template and along the same lines what path is required for ""valid files"".  I really couldn't come up with a solid idea without writing one large regular expression and taking groups from it... to build a template.  It felt a lot like writing a TextMate language grammar.  But that starts to stray on the ease of use.  The real problem was that the path template was not composed of <code>parts</code>, which makes sense but adds complexity.</p>

<p>Is this strategy in tune with what you were thinking of?</p>
"
"19151","24377","24377","How to build a basic iterator?","<p>Iterator objects in python conform to the iterator protocol, which basically means they provide two methods: <code>__iter__()</code>  and  <code>__next__()</code>.  </p>

<ul>
<li><p>The <code>__iter__</code> returns the iterator object and is implicitly called
at the start of loops.</p></li>
<li><p>The <code>__next__()</code> method returns the next value and is implicitly called at each loop increment.  This method raises a StopIteration exception when there are no more value to return, which is implicitly captured by looping constructs to stop iterating.</p></li>
</ul>

<p>Here's a simple example of a counter:</p>

<pre><code>class Counter:
    def __init__(self, low, high):
        self.current = low - 1
        self.high = high

    def __iter__(self):
        return self

    def __next__(self): # Python 2: def next(self)
        self.current += 1
        if self.current &lt; self.high:
            return self.current
        raise StopIteration


for c in Counter(3, 9):
    print(c)
</code></pre>

<p>This will print:</p>

<pre><code>3
4
5
6
7
8
</code></pre>

<p>This is easier to write using a generator, as covered in a previous answer:</p>

<pre><code>def counter(low, high):
    current = low
    while current &lt; high:
        yield current
        current += 1

for c in counter(3, 9):
    print(c)
</code></pre>

<p>The printed output will be the same.  Under the hood, the generator object supports the iterator protocol and does something roughly similar to the class Counter.</p>

<p>David Mertz's article, <a href=""https://www.ibm.com/developerworks/library/l-pycon/"" rel=""noreferrer"">Iterators and Simple Generators</a>, is a pretty good introduction. </p>
"
"19339","19343","19343","Transpose/Unzip Function (inverse of zip)?","<p>In 2.x, <a href=""http://docs.python.org/library/functions.html#zip"" rel=""noreferrer""><code>zip</code></a> is its own inverse! Provided you <a href=""https://stackoverflow.com/questions/36901"">use the special * operator</a>.</p>
<pre><code>&gt;&gt;&gt; zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4)])
[('a', 'b', 'c', 'd'), (1, 2, 3, 4)]
</code></pre>
<p>This is equivalent to calling <code>zip</code> with each element of the list as a separate argument:</p>
<pre><code>zip(('a', 1), ('b', 2), ('c', 3), ('d', 4))
</code></pre>
<p>except the arguments are passed to <code>zip</code> directly (after being converted to a tuple), so there's no need to worry about the number of arguments getting too big.</p>
<p>In 3.x, <code>zip</code> <a href=""https://stackoverflow.com/questions/27431390"">returns a lazy iterator</a>, but this is trivially converted:</p>
<pre><code>&gt;&gt;&gt; list(zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4)]))
[('a', 'b', 'c', 'd'), (1, 2, 3, 4)]
</code></pre>
"
"20063","26910","26910","What's the best way to parse command line arguments?","<p><strong>This answer suggests <code>optparse</code> which is appropriate for older Python versions. For Python 2.7 and above, <code>argparse</code> replaces <code>optparse</code>. See <a href=""https://stackoverflow.com/questions/3217673/why-use-argparse-rather-than-optparse"">this answer</a> for more information.</strong></p>

<p>As other people pointed out, you are better off going with optparse over getopt.  getopt is pretty much a one-to-one mapping of the standard getopt(3) C library functions, and not very easy to use.</p>

<p>optparse, while being a bit more verbose, is much better structured and simpler to extend later on.</p>

<p>Here's a typical line to add an option to your parser:</p>

<pre><code>parser.add_option('-q', '--query',
            action=""store"", dest=""query"",
            help=""query string"", default=""spam"")
</code></pre>

<p>It pretty much speaks for itself; at processing time, it will accept -q or --query as options, store the argument in an attribute called query and has a default value if you don't specify it.  It is also self-documenting in that you declare the help argument (which will be used when run with -h/--help) right there with the option.</p>

<p>Usually you parse your arguments with:</p>

<pre><code>options, args = parser.parse_args()
</code></pre>

<p>This will, by default, parse the standard arguments passed to the script (sys.argv[1:])</p>

<p>options.query will then be set to the value you passed to the script.</p>

<p>You create a parser simply by doing</p>

<pre><code>parser = optparse.OptionParser()
</code></pre>

<p>These are all the basics you need.  Here's a complete Python script that shows this:</p>

<pre><code>import optparse

parser = optparse.OptionParser()

parser.add_option('-q', '--query',
    action=""store"", dest=""query"",
    help=""query string"", default=""spam"")

options, args = parser.parse_args()

print 'Query string:', options.query
</code></pre>

<p>5 lines of python that show you the basics.</p>

<p>Save it in sample.py, and run it once with</p>

<pre><code>python sample.py
</code></pre>

<p>and once with</p>

<pre><code>python sample.py --query myquery
</code></pre>

<p>Beyond that, you will find that optparse is very easy to extend.
In one of my projects, I created a Command class which allows you to nest subcommands in a command tree easily.  It uses optparse heavily to chain commands together.  It's not something I can easily explain in a few lines, but feel free to <a href=""https://thomas.apestaart.org/moap/trac/browser/trunk/moap/extern/command/command.py"" rel=""noreferrer"">browse around in my repository</a> for the main class, as well as <a href=""https://thomas.apestaart.org/moap/trac/browser/trunk/moap/command/doap.py"" rel=""noreferrer"">a class that uses it and the option parser</a></p>
"
"20794","26957","26957","Find broken symlinks with Python","<p>A common Python saying is that it's easier to ask forgiveness than permission.  While I'm not a fan of this statement in real life, it does apply in a lot of cases.  Usually you want to avoid code that chains two system calls on the same file, because you never know what will happen to the file in between your two calls in your code.</p>

<p><strong>A typical mistake is to write something like</strong>:</p>

<pre><code>if os.path.exists(path):
    os.unlink(path)
</code></pre>

<p>The second call (os.unlink) may fail if something else deleted it after your if test, raise an Exception, and stop the rest of your function from executing.  (You might think this doesn't happen in real life, but we just fished another bug like that out of our codebase last week - and it was the kind of bug that left a few programmers scratching their head and claiming 'Heisenbug' for the last few months)</p>

<p>So, in your particular case, I would probably do:</p>

<pre><code>try:
    os.stat(path)
except OSError, e:
    if e.errno == errno.ENOENT:
        print 'path %s does not exist or is a broken symlink' % path
    else:
        raise e
</code></pre>

<p>The annoyance here is that stat returns the same error code for a symlink that just isn't there and a broken symlink.</p>

<p>So, I guess you have no choice than to break the atomicity, and do something like</p>

<pre><code>if not os.path.exists(os.readlink(path)):
    print 'path %s is a broken symlink' % path
</code></pre>
"
"22617","22624","22624","Format numbers to strings in Python","<p>Starting with Python 3.6, formatting in Python can be done using <a href=""https://docs.python.org/3/whatsnew/3.6.html#whatsnew36-pep498"" rel=""noreferrer"">formatted string literals</a> or <em>f-strings</em>:</p>

<pre><code>hours, minutes, seconds = 6, 56, 33
f'{hours:02}:{minutes:02}:{seconds:02} {""pm"" if hours &gt; 12 else ""am""}'
</code></pre>

<p>or the <a href=""https://docs.python.org/library/stdtypes.html#str.format"" rel=""noreferrer""><code>str.format</code></a> function starting with 2.7:</p>

<pre><code>""{:02}:{:02}:{:02} {}"".format(hours, minutes, seconds, ""pm"" if hours &gt; 12 else ""am"")
</code></pre>

<p>or the <a href=""https://docs.python.org/library/stdtypes.html#printf-style-string-formatting"" rel=""noreferrer"">string formatting <code>%</code> operator</a> for even older versions of Python, but see the note in the docs:</p>

<pre><code>""%02d:%02d:%02d"" % (hours, minutes, seconds)
</code></pre>

<p>And for your specific case of formatting time, there’s <a href=""https://docs.python.org/library/time.html#time.strftime"" rel=""noreferrer""><code>time.strftime</code></a>:</p>

<pre><code>import time

t = (0, 0, 0, hours, minutes, seconds, 0, 0, 0)
time.strftime('%I:%M:%S %p', t)
</code></pre>
"
"22676","22682","22682","How to download a file over HTTP?","<p>Use <a href=""https://docs.python.org/3/library/urllib.request.html#urllib.request.urlopen"" rel=""noreferrer""><code>urllib.request.urlopen()</code></a>:</p>
<pre><code>import urllib.request
with urllib.request.urlopen('http://www.example.com/') as f:
    html = f.read().decode('utf-8')
</code></pre>
<p>This is the most basic way to use the library, minus any error handling. You can also do more complex stuff such as changing headers.</p>
<p>On Python 2, the method is in <a href=""http://docs.python.org/2/library/urllib2.html"" rel=""noreferrer""><code>urllib2</code></a>:</p>
<pre><code>import urllib2
response = urllib2.urlopen('http://www.example.com/')
html = response.read()
</code></pre>
"
"24931","24949","24949","How to capture Python interpreter's and/or CMD.EXE's output from a Python script?","<p>If you are talking about the python interpreter or CMD.exe that is the 'parent' of your script then no, it isn't possible. In every POSIX-like system (now you're running Windows, it seems, and that might have some quirk I don't know about, YMMV) each process has three streams, standard input, standard output and standard error. Bu default (when running in a console) these are directed to the console, but redirection is possible using the pipe notation:</p>

<pre><code>python script_a.py | python script_b.py
</code></pre>

<p>This ties the standard output stream of script a to the standard input stream of script B. Standard error still goes to the console in this example. See the article on <a href=""http://en.wikipedia.org/wiki/Standard_streams"" rel=""nofollow noreferrer"">standard streams</a> on Wikipedia.</p>

<p>If you're talking about a child process, you can launch it from python like so (stdin is also an option if you want two way communication):</p>

<pre><code>import subprocess
# Of course you can open things other than python here :)
process = subprocess.Popen([""python"", ""main.py""], stdout=subprocess.PIPE, stderr=subprocess.PIPE)
x = process.stderr.readline()
y = process.stdout.readline()
process.wait()
</code></pre>

<p>See the Python <a href=""http://docs.python.org/lib/module-subprocess.html"" rel=""nofollow noreferrer"">subprocess</a> module for information on managing the process. For communication, the process.stdin and process.stdout pipes are considered standard <a href=""http://docs.python.org/lib/bltin-file-objects.html"" rel=""nofollow noreferrer"">file objects</a>.</p>

<p>For use with pipes, reading from standard input as <a href=""https://stackoverflow.com/questions/24931/how-to-capture-python-interpreters-andor-cmdexes-output-from-a-python-script#24939"">lassevk</a> suggested you'd do something like this:</p>

<pre><code>import sys
x = sys.stderr.readline()
y = sys.stdin.readline()
</code></pre>

<p>sys.stdin and sys.stdout are standard file objects as noted above, defined in the <a href=""http://docs.python.org/lib/module-sys.html"" rel=""nofollow noreferrer"">sys</a> module. You might also want to take a look at the <a href=""http://docs.python.org/lib/module-pipes.html"" rel=""nofollow noreferrer"">pipes</a> module.</p>

<p>Reading data with readline() as in my example is a pretty naïve way of getting data though. If the output is not line-oriented or indeterministic you probably want to look into <a href=""http://docs.python.org/lib/poll-objects.html"" rel=""nofollow noreferrer"">polling</a> which unfortunately does not work in windows, but I'm sure there's some alternative out there.</p>
"
"25116","7357938","7357938","Binary buffer in Python","<p>You are probably looking for <a href=""http://docs.python.org/release/3.1.3/library/io.html#binary-i-o"">io.BytesIO</a> class. It works exactly like StringIO except that it supports binary data:</p>

<pre><code>from io import BytesIO
bio = BytesIO(b""some initial binary data: \x00\x01"")
</code></pre>

<p>StringIO will throw TypeError:</p>

<pre><code>from io import StringIO
sio = StringIO(b""some initial binary data: \x00\x01"")
</code></pre>
"
"25807","25815","25815","Python super class reflection","<p><code>C.__bases__</code> is an array of the super classes, so you could implement your hypothetical function like so:</p>

<pre><code>def magicGetSuperClasses(cls):
  return cls.__bases__
</code></pre>

<p>But I imagine it would be easier to just reference <code>cls.__bases__</code> directly in most cases.</p>
"
"26595","26611","26611","Is there any difference between ""foo is None"" and ""foo == None""?","<p><code>is</code> always returns <code>True</code> if it compares the same object instance</p>

<p>Whereas <code>==</code> is ultimately determined by the <code>__eq__()</code> method</p>

<p>i.e.</p>

<pre><code>
>>> class Foo(object):
       def __eq__(self, other):
           return True

>>> f = Foo()
>>> f == None
True
>>> f is None
False
</code></pre>
"
"28165","28247","28247","Does PHP have an equivalent to this type of Python string substitution?","<pre><code>function subst($str, $dict){
    return preg_replace(array_map(create_function('$a', 'return ""/%\\($a\\)s/"";'), array_keys($dict)), array_values($dict), $str);
 }
</code></pre>

<p>You call it like so:</p>

<pre><code>echo subst('The %(site)s site %(adj)s because it %(adj)s', array('site'=&gt;'Stackoverflow', 'adj'=&gt;'rocks'));
</code></pre>
"
"28369","32028","32028","Is ""safe_eval"" really safe?","<p>Depends on your definition of safe I suppose. A lot of the security depends on what you pass in and what you are allowed to pass in the context. For instance, if a file is passed in, I can open arbitrary files:</p>

<pre><code>&gt;&gt;&gt; names['f'] = open('foo', 'w+')
&gt;&gt;&gt; safe_eval.safe_eval(""baz = type(f)('baz', 'w+')"", names)
&gt;&gt;&gt; names['baz']
&lt;open file 'baz', mode 'w+' at 0x413da0&gt;
</code></pre>

<p>Furthermore, the environment is very restricted (you cannot pass in modules), thus, you can't simply pass in a module of utility functions like re or random.</p>

<p>On the other hand, you don't need to write your own parser, you could just write your own evaluator for the python ast:</p>

<pre><code>&gt;&gt;&gt; import compiler
&gt;&gt;&gt; ast = compiler.parse(""print 'Hello world!'"")
</code></pre>

<p>That way, hopefully, you could implement safe imports. The other idea is to use Jython or IronPython and take advantage of Java/.Net sandboxing capabilities.</p>
"
"28559","28714","28714","Most Pythonic way equivalent for: while ((x = next()) != END)","<p>Short answer: there's no way to do inline variable assignment in a while loop in Python. Meaning that I <strong>cannot</strong> say:</p>

<pre><code>while x=next():
    // do something here!
</code></pre>

<p>Since that's not possible, there are a number of ""idiomatically correct"" ways of doing this:</p>

<pre><code>while 1:
    x = next()
    if x != END:
        // Blah
    else:
        break
</code></pre>

<p>Obviously, this is kind of ugly. You can also use one of the ""iterator"" approaches listed above, but, again, that may not be ideal. Finally, you can use the ""pita pocket"" approach that I actually just found while googling:</p>

<pre><code>class Pita( object ):
    __slots__ = ('pocket',)
    marker = object()
    def __init__(self, v=marker):
        if v is not self.marker:
            self.pocket = v
    def __call__(self, v=marker):
        if v is not self.marker:
            self.pocket = v
        return self.pocket
</code></pre>

<p>Now you can do:</p>

<pre><code>p = Pita()
while p( next() ) != END:
    // do stuff with p.pocket!
</code></pre>

<p>Thanks for this question; learning about the <code>__call__</code> idiom was really cool! :)</p>

<p>EDIT: I'd like to give credit where credit is due. The 'pita pocket' idiom was found <a href=""http://mail.python.org/pipermail/python-list/2003-July/216789.html"" rel=""nofollow noreferrer"">here</a></p>
"
"29243","29255","29255","How do I create an xml document in python","<p>Setting an attribute on an object won't give a compile-time or a run-time error, it will just do nothing useful if the object doesn't access it (i.e. ""<code>node.noSuchAttr = 'bar'</code>"" would also not give an error).</p>

<p>Unless you need a specific feature of <code>minidom</code>, I would look at <code>ElementTree</code>:</p>

<pre><code>import sys
from xml.etree.cElementTree import Element, ElementTree

def make_xml():
    node = Element('foo')
    node.text = 'bar'
    doc = ElementTree(node)
    return doc

if __name__ == '__main__':
    make_xml().write(sys.stdout)
</code></pre>
"
"29562","29575","29575","How to use Python distutils?","<p>See the <a href=""http://docs.python.org/dist/simple-example.html"" rel=""noreferrer"">distutils simple example</a>. That's basically what it is like, except real install scripts usually contain a bit more information. I have not seen any that are fundamentally more complicated, though. In essence, you just give it a list of what needs to be installed. Sometimes you need to give it some mapping dicts since the source and installed trees might not be the same.</p>

<p>Here is a real-life (anonymized) example:</p>

<pre><code>#!/usr/bin/python 

from distutils.core import setup 

setup (name = 'Initech Package 3', 
          description = ""Services and libraries ABC, DEF"", 
          author = ""That Guy, Initech Ltd"", 
          author_email = ""that.guy@initech.com"", 
          version = '1.0.5', 
          package_dir = {'Package3' : 'site-packages/Package3'}, 
          packages = ['Package3', 'Package3.Queries'], 
          data_files = [ 
                       ('/etc/Package3', ['etc/Package3/ExternalResources.conf']) 
          ])
</code></pre>
"
"32044","32125","32125","How can I render a tree structure (recursive) using a django template?","<p>I think the canonical answer is: ""Don't"".</p>

<p>What you should probably do instead is unravel the thing in your <em>view</em> code, so it's just a matter of iterating over (in|de)dents in the template. I think I'd do it by appending indents and dedents to a list while recursing through the tree and then sending that ""travelogue"" list to the template. (the template would then insert <code>&lt;li&gt;</code> and <code>&lt;/li&gt;</code> from that list, creating the recursive structure with ""understanding"" it.)</p>

<p>I'm also pretty sure recursively including template files is really a <em>wrong</em> way to do it...</p>
"
"32404","32440","32440","How do you run a Python script as a service in Windows?","<p>Yes you can. I do it using the pythoncom libraries that come included with <a href=""http://www.activestate.com/Products/activepython/index.mhtml"" rel=""noreferrer"">ActivePython</a> or can be installed with <a href=""https://sourceforge.net/projects/pywin32/"" rel=""noreferrer"">pywin32</a> (Python for Windows extensions).</p>

<p>This is a basic skeleton for a simple service:</p>

<pre><code>import win32serviceutil
import win32service
import win32event
import servicemanager
import socket


class AppServerSvc (win32serviceutil.ServiceFramework):
    _svc_name_ = ""TestService""
    _svc_display_name_ = ""Test Service""

    def __init__(self,args):
        win32serviceutil.ServiceFramework.__init__(self,args)
        self.hWaitStop = win32event.CreateEvent(None,0,0,None)
        socket.setdefaulttimeout(60)

    def SvcStop(self):
        self.ReportServiceStatus(win32service.SERVICE_STOP_PENDING)
        win32event.SetEvent(self.hWaitStop)

    def SvcDoRun(self):
        servicemanager.LogMsg(servicemanager.EVENTLOG_INFORMATION_TYPE,
                              servicemanager.PYS_SERVICE_STARTED,
                              (self._svc_name_,''))
        self.main()

    def main(self):
        pass

if __name__ == '__main__':
    win32serviceutil.HandleCommandLine(AppServerSvc)
</code></pre>

<p>Your code would go in the <code>main()</code> method—usually with some kind of infinite loop that might be interrupted by checking a flag, which you set in the <code>SvcStop</code> method</p>
"
"32899","32939","32939","How do you generate dynamic (parameterized) unit tests in Python?","<p>This is called &quot;parametrization&quot;.</p>
<p>There are several tools that support this approach. E.g.:</p>
<ul>
<li><a href=""https://docs.pytest.org/en/latest/parametrize.html"" rel=""noreferrer"">pytest's decorator</a></li>
<li><a href=""https://github.com/wolever/parameterized"" rel=""noreferrer"">parameterized</a></li>
</ul>
<p>The resulting code looks like this:</p>
<pre><code>from parameterized import parameterized

class TestSequence(unittest.TestCase):
    @parameterized.expand([
        [&quot;foo&quot;, &quot;a&quot;, &quot;a&quot;,],
        [&quot;bar&quot;, &quot;a&quot;, &quot;b&quot;],
        [&quot;lee&quot;, &quot;b&quot;, &quot;b&quot;],
    ])
    def test_sequence(self, name, a, b):
        self.assertEqual(a,b)
</code></pre>
<p>Which will generate the tests:</p>
<pre class=""lang-none prettyprint-override""><code>test_sequence_0_foo (__main__.TestSequence) ... ok
test_sequence_1_bar (__main__.TestSequence) ... FAIL
test_sequence_2_lee (__main__.TestSequence) ... ok

======================================================================
FAIL: test_sequence_1_bar (__main__.TestSequence)
----------------------------------------------------------------------
Traceback (most recent call last):
  File &quot;/usr/local/lib/python2.7/site-packages/parameterized/parameterized.py&quot;, line 233, in &lt;lambda&gt;
    standalone_func = lambda *a: func(*(a + p.args), **p.kwargs)
  File &quot;x.py&quot;, line 12, in test_sequence
    self.assertEqual(a,b)
AssertionError: 'a' != 'b'
</code></pre>
<p>For historical reasons I'll leave the original answer circa 2008):</p>
<p>I use something like this:</p>
<pre><code>import unittest

l = [[&quot;foo&quot;, &quot;a&quot;, &quot;a&quot;,], [&quot;bar&quot;, &quot;a&quot;, &quot;b&quot;], [&quot;lee&quot;, &quot;b&quot;, &quot;b&quot;]]

class TestSequense(unittest.TestCase):
    pass

def test_generator(a, b):
    def test(self):
        self.assertEqual(a,b)
    return test

if __name__ == '__main__':
    for t in l:
        test_name = 'test_%s' % t[0]
        test = test_generator(t[1], t[2])
        setattr(TestSequense, test_name, test)
    unittest.main()
</code></pre>
"
"33475","33486","33486","ssh hangs when command invoked directly, but exits cleanly when run interactive","<blockquote>
<pre><code>s = p.stderr.readline()
</code></pre>
</blockquote>

<p>I suspect it's the above line.  When you invoke a command directly through ssh, you don't get your full pty (assuming Linux), and thus no stderr to read from.</p>

<p>When you log in interactively, stdin, stdout, and stderr are set up for you, and so your script works.</p>
"
"33534","33563","33563","Extending base classes in Python","<p><code>int</code> is a value type, so each time you do an assignment, (e.g. both instances of <code>+=</code> above), it doesn't modify the object you have on the heap, but replaces the reference with one of the result of the right hand side of the assignment (i.e. an <code>int</code>)</p>
<p><code>list</code> isn't a value type, so it isn't bound by the same rules.</p>
<p>this page has more details on the differences: <a href=""https://docs.python.org/3/reference/datamodel.html"" rel=""nofollow noreferrer"">The Python Language Reference - 3. Data model</a></p>
<p>IMO, yes, you should define a new class that keeps an int as an instance variable</p>
"
"33813","36316","36316","What are some useful TextMate features?","<p>Don't neglect the 'mate' command line tool. You can use it to pipe output into TextMate, so if you do the following...</p>

<pre><code>diff file1.py file2.py | mate
</code></pre>

<p>...it will not only open in TextMate, but it is smart enough to know that you're looking at a diff and highlight lines on screen.</p>

<p>TextMate's SVN integration is great; it also seems to have bundles for some other version control systems as well.</p>

<p>Add GetBundle to browse the bundle repository. I found the jQuery bundle through it and it's very handy.</p>

<p>As others have mentioned, rolling your own bundle for frequently used snippets is very helpful. If you have some snippets that are specific to a project or framework, you might want to prefix all of them with a common letter to keep the namespace tidy.</p>
"
"34079","41920303","41920303","How to specify an authenticated proxy for a python http connection?","<p>Use this:</p>

<pre><code>import requests

proxies = {""http"":""http://username:password@proxy_ip:proxy_port""}

r = requests.get(""http://www.example.com/"", proxies=proxies)

print(r.content)
</code></pre>

<p>I think it's much simpler than using <code>urllib</code>. I don't understand why people love using <code>urllib</code> so much.</p>
"
"34439","34452","34452","Finding what methods a Python object has","<p><strong>For many objects</strong>, you can use this code, replacing 'object' with the object you're interested in:</p>
<pre class=""lang-py prettyprint-override""><code>object_methods = [method_name for method_name in dir(object)
                  if callable(getattr(object, method_name))]
</code></pre>
<p>I discovered it at <a href=""https://web.archive.org/web/20180901124519/http://www.diveintopython.net/power_of_introspection/index.html"" rel=""noreferrer"">diveintopython.net</a> (now archived), that should provide some further details!</p>
<p><strong>If you get an <code>AttributeError</code>, you can use this instead</strong>:</p>
<p><code>getattr()</code> is intolerant of pandas style Python 3.6 abstract virtual sub-classes.  This code does the same as above and ignores exceptions.</p>
<pre class=""lang-py prettyprint-override""><code>import pandas as pd
df = pd.DataFrame([[10, 20, 30], [100, 200, 300]],
                  columns=['foo', 'bar', 'baz'])
def get_methods(object, spacing=20):
  methodList = []
  for method_name in dir(object):
    try:
        if callable(getattr(object, method_name)):
            methodList.append(str(method_name))
    except Exception:
        methodList.append(str(method_name))
  processFunc = (lambda s: ' '.join(s.split())) or (lambda s: s)
  for method in methodList:
    try:
        print(str(method.ljust(spacing)) + ' ' +
              processFunc(str(getattr(object, method).__doc__)[0:90]))
    except Exception:
        print(method.ljust(spacing) + ' ' + ' getattr() failed')

get_methods(df['foo'])
</code></pre>
"
"35538","35543","35543","Validate (X)HTML in Python","<p>XHTML is easy, use <a href=""http://lxml.de/validation.html"" rel=""noreferrer"">lxml</a>.</p>

<pre><code>from lxml import etree
from StringIO import StringIO
etree.parse(StringIO(html), etree.HTMLParser(recover=False))
</code></pre>

<p>HTML is harder, since there's traditionally not been as much interest in validation among the HTML crowd (run StackOverflow itself through a validator, yikes). The easiest solution would be to execute external applications such as <a href=""http://www.jclark.com/sp/"" rel=""noreferrer"">nsgmls</a> or <a href=""http://openjade.sourceforge.net/"" rel=""noreferrer"">OpenJade</a>, and then parse their output.</p>
"
"35634","35635","35635","Ruby ""is"" equivalent","<p>Use <code>a.equal? b</code></p>

<p><a href=""http://www.ruby-doc.org/core/classes/Object.html"" rel=""noreferrer"">http://www.ruby-doc.org/core/classes/Object.html</a></p>

<blockquote>
  <p>Unlike ==, the equal? method should never be overridden by subclasses: it is used to determine object identity (that is, a.equal?(b) iff a is the same object as b). </p>
</blockquote>
"
"35805","35823","35823","Why is my instance variable not in __dict__?","<p><code>B.name</code> is a class attribute, not an instance attribute.  It shows up in <code>B.__dict__</code>, but not in <code>b = B(); b.__dict__</code>.</p>

<p>The distinction is obscured somewhat because when you access an attribute on an instance, the class dict is a fallback.  So in the above example, <code>b.name</code> will give you the value of <code>B.name</code>.</p>
"
"35817","35857","35857","How to escape os.system() calls?","<p>This is what I use:</p>

<pre><code>def shellquote(s):
    return ""'"" + s.replace(""'"", ""'\\''"") + ""'""
</code></pre>

<p>The shell will always accept a quoted filename and remove the surrounding quotes before passing it to the program in question. Notably, this avoids problems with filenames that contain spaces or any other kind of nasty shell metacharacter.</p>

<p><strong>Update</strong>: If you are using Python 3.3 or later, use <a href=""http://docs.python.org/dev/library/shlex.html#shlex.quote"" rel=""noreferrer"">shlex.quote</a> instead of rolling your own.</p>
"
"35948","50425","50425","Django templates and variable attributes","<p>I found a ""nicer""/""better"" solution for getting variables inside
Its not the nicest way, but it works.</p>

<p>You install a custom filter into django which gets the key of your dict as a parameter</p>

<p>To make it work in google app-engine you need to add a file to your main directory,
I called mine <em>django_hack.py</em> which contains this little piece of code</p>

<pre><code>from google.appengine.ext import webapp

register = webapp.template.create_template_register()

def hash(h,key):
    if key in h:
        return h[key]
    else:
        return None

register.filter(hash)
</code></pre>

<p>Now that we have this file, all we need to do is tell the app-engine to use it...
we do that by adding this little line to your main file</p>

<pre><code>webapp.template.register_template_library('django_hack')
</code></pre>

<p>and in your template view add this template instead of the usual code</p>

<pre><code>{{ user|hash:item }}
</code></pre>

<p>And its should work perfectly =)</p>
"
"36139","36156","36156","How to sort a list of strings?","<p>Basic answer:</p>

<pre><code>mylist = [""b"", ""C"", ""A""]
mylist.sort()
</code></pre>

<p>This modifies your original list (i.e. sorts in-place). To get a sorted copy of the list, without changing the original, use the <a href=""http://docs.python.org/library/functions.html#sorted"" rel=""noreferrer""><code>sorted()</code></a> function:</p>

<pre><code>for x in sorted(mylist):
    print x
</code></pre>

<p>However, the examples above are a bit naive, because they don't take locale into account, and perform a case-sensitive sorting. You can take advantage of the optional parameter <code>key</code> to specify custom sorting order (the alternative, using <code>cmp</code>, is a deprecated solution, as it has to be evaluated multiple times - <code>key</code> is only computed once per element).</p>

<p>So, to sort according to the current locale, taking language-specific rules into account (<a href=""http://docs.python.org/library/functools.html#functools.cmp_to_key"" rel=""noreferrer""><code>cmp_to_key</code></a> is a helper function from functools):</p>

<pre><code>sorted(mylist, key=cmp_to_key(locale.strcoll))
</code></pre>

<p>And finally, if you need, you can specify a <a href=""http://docs.python.org/library/locale.html"" rel=""noreferrer"">custom locale</a> for sorting:</p>

<pre><code>import locale
locale.setlocale(locale.LC_ALL, 'en_US.UTF-8') # vary depending on your lang/locale
assert sorted((u'Ab', u'ad', u'aa'),
  key=cmp_to_key(locale.strcoll)) == [u'aa', u'Ab', u'ad']
</code></pre>

<p>Last note: you will see examples of case-insensitive sorting which use the <code>lower()</code> method - those are incorrect, because they work only for the ASCII subset of characters. Those two are wrong for any non-English data:</p>

<pre><code># this is incorrect!
mylist.sort(key=lambda x: x.lower())
# alternative notation, a bit faster, but still wrong
mylist.sort(key=str.lower)
</code></pre>
"
